OPE ID,School,State,Zip Code,School Type,SubsidizedDL_value,Subsidized_DL_Recipients,UNSubsidizedDL_value,UNSubsidized_DL_Recipients
270800, BARNARD COLLEGE , NY ,100276598,Private-Nonprofit,1604035.00,20,427851.00, -   
270900, CONCORDIA COLLEGE , NY ,107081998,Private-Nonprofit,1096206.00,52,1266135.00,9
271000, COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE) , NY ,100037120,Private-Nonprofit,232072.00,10,163483.00, -   
271100, CORNELL UNIVERSITY , NY ,148532801,Private-Nonprofit,6866902.00,84,3351647.00,117
271200, D'YOUVILLE COLLEGE , NY ,142011084,Private-Nonprofit,2376164.00,91,2517403.00,65
271300, DOMINICAN COLLEGE OF BLAUVELT , NY ,109621210,Private-Nonprofit,1932838.00,90,2224849.00,26
271800, ELMIRA COLLEGE , NY ,149012099,Private-Nonprofit,1680315.00,45,1571726.00,1
272200, FORDHAM UNIVERSITY - ROSE HILL CAMPUS , NY ,104585157,Private-Nonprofit,7595536.00,154,6890612.00,439
272600, GENERAL THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH (THE) , NY ,100112981,Private-Nonprofit, $-   , -   , $-   , -   
272800, HAMILTON COLLEGE , NY ,133231218,Private-Nonprofit,1095558.00,21,517279.00, -   
272900, HARTWICK COLLEGE , NY ,138204020,Private-Nonprofit,2020645.00,29,1892628.00, -   
273100, HOBART AND WILLIAM SMITH COLLEGES , NY ,144563397,Private-Nonprofit,2149236.00,26,1978889.00, -   
273200, HOFSTRA UNIVERSITY , NY ,115491010,Private-Nonprofit,5899263.00,244,5400429.00,166
273400, HOUGHTON COLLEGE , NY ,147440128,Private-Nonprofit,1515993.00,53,1074934.00,7
273500, HILBERT COLLEGE , NY ,140751597,Private-Nonprofit,1438578.00,71,1453310.00,4
273700, IONA COLLEGE , NY ,108011890,Private-Nonprofit,3530563.00,50,3139009.00,33
273900, ITHACA COLLEGE , NY ,148507000,Private-Nonprofit,7094308.00,132,4891847.00,17
274000, JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE) , NY ,100274649,Private-Nonprofit,72752.00,2,92788.00,8
274100, AMERICAN JEWISH UNIVERSITY , CA ,900771599,Private-Nonprofit,70092.00,4,64157.00,4
274200, JUILLIARD SCHOOL (THE) , NY ,100236588,Private-Nonprofit,434195.00,5,367586.00,3
274400, KEUKA COLLEGE , NY ,144780000,Private-Nonprofit,2425903.00,188,2333094.00,19
274800, LE MOYNE COLLEGE , NY ,132141399,Private-Nonprofit,3696232.00,129,2970173.00,152
274900, NEW YORK COLLEGE OF PODIATRIC MEDICINE , NY ,100351940,Private-Nonprofit, $-   , -   , $-   ,18
275100, LONG ISLAND UNIVERSITY , NY ,115481326,Private-Nonprofit,11340763.00,567,11777522.00,862
275800, MANHATTAN COLLEGE , NY ,104714098,Private-Nonprofit,3992613.00,110,3282130.00,40
275900, MANHATTAN SCHOOL OF MUSIC , NY ,100274689,Private-Nonprofit,236525.00,5,142061.00,3
276000, MANHATTANVILLE COLLEGE , NY ,105772132,Private-Nonprofit,1748368.00,31,1591767.00,113
276300, MARIA COLLEGE , NY ,122081798,Private-Nonprofit,811253.00,118,1259253.00, -   
276500, MARIST COLLEGE , NY ,126011387,Private-Nonprofit,5570535.00,143,5016954.00,57
276900, MARYMOUNT MANHATTAN COLLEGE , NY ,100214597,Private-Nonprofit,1697464.00,30,1386717.00, -   
277200, MERCY COLLEGE , NY ,105221189,Private-Nonprofit,8651387.00,535,8513626.00,323
277500, MOLLOY COLLEGE , NY ,115701100,Private-Nonprofit,4956614.00,237,4856473.00,72
277700, MEDAILLE COLLEGE , NY ,142142695,Private-Nonprofit,2144801.00,159,2052089.00,65
277800, MOUNT SAINT MARY COLLEGE , NY ,125503494,Private-Nonprofit,2683404.00,111,2558189.00,30
277900, NAZARETH COLLEGE OF ROCHESTER , NY ,146183790,Private-Nonprofit,2867296.00,259,2263314.00,341
278200, NEW YORK INSTITUTE OF TECHNOLOGY , NY ,115688000,Private-Nonprofit,4483441.00,238,3885405.00,157
278300, NEW YORK LAW SCHOOL , NY ,100132960,Private-Nonprofit, $-   , -   , $-   ,12
278400, NEW YORK MEDICAL COLLEGE , NY ,105951600,Private-Nonprofit, $-   , -   , $-   ,56
278500, NEW YORK UNIVERSITY , NY ,100121091,Private-Nonprofit,18320939.00,443,12037181.00,906
278800, NIAGARA UNIVERSITY , NY ,141092010,Private-Nonprofit,3567611.00,131,3267034.00,55
279000, NYACK COLLEGE-ROCKLAND CAMPUS , NY ,109603698,Private-Nonprofit,2406327.00,194,2502258.00,105
279100, PACE UNIVERSITY , NY ,100381598,Private-Nonprofit,9052493.00,364,8073410.00,402
279500, PAUL SMITH'S COLLEGE OF ARTS & SCIENCES , NY ,129700000,Private-Nonprofit,1389560.00,30,1099996.00, -   
279800, PRATT INSTITUTE , NY ,112053899,Private-Nonprofit,2950990.00,73,2183079.00,71
280300, RENSSELAER POLYTECHNIC INSTITUTE , NY ,121803590,Private-Nonprofit,5390632.00,74,4017307.00,8
280500, ROBERTS WESLEYAN COLLEGE , NY ,146241997,Private-Nonprofit,1882968.00,137,1964188.00,52
280600, ROCHESTER INSTITUTE OF TECHNOLOGY , NY ,146235608,Private-Nonprofit,14658428.00,686,11026095.00,90
280800, DAEMEN COLLEGE , NY ,142263592,Private-Nonprofit,2557070.00,52,2372507.00,17
281000, SAGE COLLEGES , NY ,121804199,Private-Nonprofit,2596278.00,109,2185241.00,94
281200, TROCAIRE COLLEGE , NY ,142202094,Private-Nonprofit,2176712.00,228,2959118.00, -   
281300, SARAH LAWRENCE COLLEGE , NY ,107085999,Private-Nonprofit,1108601.00,16,543467.00,5
281400, SKIDMORE COLLEGE , NY ,128661632,Private-Nonprofit,1267732.00,30,1117795.00,4
281500, SAINT BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY , NY ,146183822,Private-Nonprofit, $-   , -   , $-   ,6
281600, SIENA COLLEGE , NY ,122111462,Private-Nonprofit,4068099.00,69,3095885.00,4
281700, ST. BONAVENTURE UNIVERSITY , NY ,147782284,Private-Nonprofit,2226990.00,50,1939837.00,42
282000, SAINT FRANCIS COLLEGE , NY ,112014398,Private-Nonprofit,2701721.00,150,2345029.00,1
282100, ST JOHN FISHER COLLEGE , NY ,146183597,Private-Nonprofit,4364613.00,169,3667471.00,75
282300, SAINT JOHN'S UNIVERSITY , NY ,114391343,Private-Nonprofit,14929879.00,583,10909662.00,194
282500, SAINT JOSEPH'S COLLEGE , NY ,112053688,Private-Nonprofit,4243785.00,236,4983925.00,87
282900, ST. LAWRENCE UNIVERSITY , NY ,136171455,Private-Nonprofit,2184902.00,55,1778354.00,1
283200, SAINT THOMAS AQUINAS COLLEGE , NY ,109761050,Private-Nonprofit,1353766.00,50,1470893.00,4
283300, SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY , NY ,107071699,Private-Nonprofit, $-   , -   , $-   ,2
283400, EXCELSIOR COLLEGE , NY ,122035159,Private-Nonprofit,1959172.00,"1,322",3282367.00,216
283500, STATE UNIVERSITY OF NEW YORK AT ALBANY , NY ,122220001,Public,13021999.00,355,11886733.00,138
283600, BINGHAMTON UNIVERSITY , NY ,139026000,Public,10059645.00,416,9774773.00,74
283700, STATE UNIVERSITY OF NEW YORK AT BUFFALO , NY ,142600001,Public,16387804.00,521,13637594.00,221
283800, STATE UNIVERSITY OF NEW YORK AT STONY BROOK , NY ,117940701,Public,12981934.00,422,10334437.00,213
283900, STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER , NY ,112032098,Public,92428.00,14,81337.00,102
284000, STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY , NY ,132102375,Public,313967.00,7,332784.00,28
284100, STATE UNIVERSITY OF NEW YORK COLLEGE AT BROCKPORT , NY ,144202914,Public,9095964.00,459,8132678.00,128
284200, SUNY COLLEGE AT BUFFALO , NY ,142221095,Public,10829872.00,547,9695871.00,148
284300, SUNY COLLEGE AT CORTLAND , NY ,130450900,Public,6791514.00,278,6824157.00,62
284400, SUNY AT FREDONIA , NY ,140631145,Public,6035931.00,237,5710821.00,21
284500, SUNY COLLEGE AT GENESEO , NY ,144541401,Public,4104270.00,169,4253332.00,8
284600, STATE UNIVERSITY OF NEW YORK AT NEW PALTZ , NY ,125612499,Public,5157985.00,244,5231957.00,84
284700," STATE UNIVERSITY OF NEW YORK, COLLEGE AT ONEONTA ", NY ,138204015,Public,5734501.00,232,6144957.00,12
284800, STATE UNIVERSITY OF NEW YORK AT OSWEGO , NY ,131263599,Public,8090103.00,297,8459279.00,81
284900, STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH , NY ,129012681,Public,6121090.00,321,5753875.00,37
285000, STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM , NY ,136762294,Public,4564480.00,191,4335406.00,42
285100, SUNY COLLEGE OF ENVIRONMENT SCIENCE AND FORESTRY , NY ,132102778,Public,1552084.00,66,1667063.00,16
285300, SUNY MARITIME COLLEGE , NY ,104654198,Public,1071920.00,51,1276161.00,13
285400, SUNY COLLEGE OF TECHNOLOGY AT ALFRED , NY ,148029951,Public,4265340.00,151,3756379.00, -   
285500, STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY AT CANTON , NY ,136171098,Public,4053829.00,178,4291083.00, -   
285600, SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL , NY ,120439986,Public,2644293.00,147,2539769.00, -   
285700, STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY - DELHI , NY ,137531190,Public,3017525.00,152,3149814.00, -   
285800, STATE UNIVERSITY OF NEW YORK AT FARMINGDALE , NY ,117351021,Public,3182450.00,332,4645450.00, -   
285900, SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE , NY ,134080901,Public,4090770.00,264,4252676.00, -   
286000, SUNY ADIRONDACK COMMUNITY COLLEGE , NY ,128042004,Public,2511731.00,261,2522965.00, -   
286100, CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE , NY ,130213099,Public,2238631.00,236,2314367.00, -   
286200, BROOME COMMUNITY COLLEGE , NY ,139051328,Public,4245022.00,339,3130172.00, -   
286300, CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES , NY ,148303297,Public,2610843.00,187,2493407.00, -   
286400, DUTCHESS COMMUNITY COLLEGE , NY ,126011595,Public,2249678.00,263,2682689.00, -   
286600, FASHION INSTITUTE OF TECHNOLOGY , NY ,100015992,Public,6083255.00,378,6366366.00,9
286700, SUNY FULTON-MONTGOMERY COMMUNITY COLLEGE , NY ,120953790,Public,1575931.00,180,1656682.00, -   
286800, HUDSON VALLEY COMMUNITY COLLEGE , NY ,121806096,Public,4020629.00,482,4269183.00, -   
286900, JAMESTOWN COMMUNITY COLLEGE , NY ,147020020,Public,1935539.00,151,1494653.00, -   
287000, JEFFERSON COMMUNITY COLLEGE , NY ,136011897,Public,1184086.00,205,1457631.00, -   
287100," SUNY,MOHAWK VALLEY COMMUNITY COLLEGE ", NY ,135015394,Public,3364896.00,421,3131039.00, -   
287200, MONROE COMMUNITY COLLEGE , NY ,146235780,Public,9811891.00,"1,216",9886299.00, -   
287300, NASSAU COMMUNITY COLLEGE , NY ,115306793,Public,3271632.00,677,5361838.00, -   
287400, NIAGARA COUNTY COMMUNITY COLLEGE , NY ,141329460,Public,2071651.00,299,3151192.00, -   
287500, ONONDAGA COMMUNITY COLLEGE , NY ,132154585,Public,5175323.00,672,4183610.00, -   
287600, ORANGE COUNTY COMMUNITY COLLEGE , NY ,109406441,Public,1757382.00,193,2614650.00, -   
287700, ROCKLAND COMMUNITY COLLEGE , NY ,109013611,Public,701525.00,124,1000786.00, -   
287800, SUFFOLK COUNTY COMMUNITY COLLEGE , NY ,117842899,Public,3329866.00,623,4618615.00, -   
287900, SULLIVAN COUNTY COMMUNITY COLLEGE , NY ,127595151,Public,749053.00,90,608129.00, -   
288000, ULSTER COUNTY COMMUNITY COLLEGE , NY ,124840557,Public,796822.00,70,617567.00, -   
288100, SUNY WESTCHESTER COMMUNITY COLLEGE , NY ,105951698,Public,1441432.00,381,2249344.00, -   
288200, SYRACUSE UNIVERSITY , NY ,132442130,Private-Nonprofit,16574370.00,265,11129395.00,145
288300, UTICA COLLEGE- UTICA , NY ,135024892,Private-Nonprofit,3477720.00,222,2900149.00,140
288500, ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES , NY ,122083492,Private-Nonprofit,1543202.00,6,1257367.00,2
288600, ALBANY LAW SCHOOL OF UNION UNIVERSITY , NY ,122083494,Private-Nonprofit, $-   , -   , $-   ,3
288700, ALBANY MEDICAL COLLEGE , NY ,122083479,Private-Nonprofit, $-   , -   , $-   ,95
288900, UNION COLLEGE , NY ,123082311,Private-Nonprofit,2599096.00,50,1802709.00, -   
289000, UNION THEOLOGICAL SEMINARY , NY ,100275710,Private-Nonprofit, $-   , -   , $-   ,4
289200, UNITED STATES MERCHANT MARINE ACADEMY , NY ,110241699,Public,3034.00,4,11428.00, -   
289400, UNIVERSITY OF ROCHESTER , NY ,146279000,Private-Nonprofit,5629054.00,130,3866197.00,114
289500, VASSAR COLLEGE , NY ,126040008,Private-Nonprofit,1260304.00,25,842950.00, -   
289600, VILLA MARIA COLLEGE OF BUFFALO , NY ,142253999,Private-Nonprofit,670540.00,53,680640.00, -   
289900, WAGNER COLLEGE , NY ,103014495,Private-Nonprofit,1893910.00,60,1830965.00,31
290000, WEBB INSTITUTE , NY ,115421398,Private-Nonprofit,23098.00,1,23652.00, -   
290100, WELLS COLLEGE , NY ,130260500,Private-Nonprofit,820628.00,67,663372.00, -   
290300, YESHIVA UNIVERSITY , NY ,100333201,Private-Nonprofit,1141956.00,73,987008.00,103
290500, NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY , NC ,274110001,Public,13594904.00,655,12885979.00,143
290600, APPALACHIAN STATE UNIVERSITY , NC ,286080001,Public,11955653.00,517,11082452.00,136
290700, UNIVERSITY OF NORTH CAROLINA  ASHEVILLE , NC ,288048503,Public,3064845.00,129,2819114.00,1
290800, BARTON COLLEGE , NC ,278933104,Private-Nonprofit,1704307.00,47,1646658.00, -   
291000, BELMONT ABBEY COLLEGE , NC ,280121802,Private-Nonprofit,2359167.00,100,2685056.00, -   
291100, BENNETT COLLEGE , NC ,274013239,Private-Nonprofit,1069013.00,18,1204085.00, -   
291200, BREVARD COLLEGE , NC ,287123306,Private-Nonprofit,739150.00,23,803546.00, -   
291300, CAMPBELL UNIVERSITY , NC ,275060036,Private-Nonprofit,4136553.00,249,3865933.00,95
291400, CATAWBA COLLEGE , NC ,281442488,Private-Nonprofit,1706514.00,50,1522562.00, -   
291500, CENTRAL PIEDMONT COMMUNITY COLLEGE - CENTRAL , NC ,282042297,Public,4909478.00,664,5341630.00, -   
291600, CHOWAN UNIVERSITY , NC ,278551850,Private-Nonprofit,2310094.00,171,2811708.00, -   
291800, DAVIDSON COLLEGE , NC ,280350000,Private-Nonprofit,421269.00,26,629187.00, -   
291900, DAVIDSON COUNTY COMMUNITY COLLEGE , NC ,273600000,Public,1930847.00,214,2578316.00, -   
292000, DUKE UNIVERSITY , NC ,277080397,Private-Nonprofit,2112017.00,108,1802794.00,273
292300, EAST CAROLINA UNIVERSITY , NC ,278581818,Public,19897484.00,707,19877215.00,289
292600, ELIZABETH CITY STATE UNIVERSITY , NC ,279097806,Public,3123817.00,158,2490537.00,10
292700, ELON UNIVERSITY , NC ,272442010,Private-Nonprofit,2891445.00,122,3107284.00,70
292800, FAYETTEVILLE STATE UNIVERSITY , NC ,283014298,Public,6879566.00,481,6637954.00,42
292900, GARDNER-WEBB UNIVERSITY , NC ,280170000,Private-Nonprofit,2960033.00,178,3260338.00,272
293000, GREENSBORO COLLEGE , NC ,274011875,Private-Nonprofit,1256354.00,62,1366142.00,3
293100, GUILFORD COLLEGE , NC ,274104171,Private-Nonprofit,2612038.00,159,2277385.00,3
293300, HIGH POINT UNIVERSITY , NC ,272624221,Private-Nonprofit,2878253.00,39,2946484.00,11
293500, LAUREL UNIVERSITY , NC ,272653197,Private-Nonprofit,176047.00,19,229188.00,11
293600, JOHNSON C. SMITH UNIVERSITY , NC ,282165398,Private-Nonprofit,2281473.00,119,2501363.00, -   
293700, KING'S COLLEGE , NC ,282042435,Proprietary,374089.00,28,481780.00, -   
293900, LEES-MCRAE COLLEGE , NC ,286040000,Private-Nonprofit,1251829.00,29,1130552.00, -   
294100, LENOIR-RHYNE UNIVERSITY , NC ,286013984,Private-Nonprofit,1821330.00,93,1915537.00,45
294200, LIVINGSTONE COLLEGE , NC ,281445298,Private-Nonprofit,2368103.00,125,2926780.00, -   
294300, LOUISBURG COLLEGE , NC ,275492398,Private-Nonprofit,890739.00,96,1239343.00, -   
294400, MARS HILL UNIVERSITY , NC ,287540000,Private-Nonprofit,1843138.00,84,1935956.00,1
294500, MEREDITH COLLEGE , NC ,276075298,Private-Nonprofit,1994429.00,68,1892377.00,35
294600, METHODIST UNIVERSITY , NC ,283111420,Private-Nonprofit,2317678.00,215,2273588.00,19
294800, MONTREAT COLLEGE , NC ,287571267,Private-Nonprofit,879909.00,82,1025084.00,59
294900, MOUNT OLIVE COLLEGE , NC ,283651299,Private-Nonprofit,3759741.00,439,4666592.00,17
295000, NORTH CAROLINA CENTRAL UNIVERSITY , NC ,277073198,Public,9291817.00,375,10591084.00,97
295100, NORTH CAROLINA WESLEYAN COLLEGE , NC ,278048699,Private-Nonprofit,1916187.00,256,1838352.00,3
295300, WILLIAM PEACE UNIVERSITY , NC ,276041194,Private-Nonprofit,1540563.00,80,1579420.00, -   
295400, UNIVERSITY OF NORTH CAROLINA AT PEMBROKE , NC ,283721510,Public,6794697.00,360,3908211.00,108
295500, PFEIFFER UNIVERSITY , NC ,281090000,Private-Nonprofit,1002654.00,76,1083649.00,205
295600, PIEDMONT INTERNATIONAL UNIVERSITY , NC ,271015025,Private-Nonprofit,165505.00,20,133493.00,5
295700, QUEENS UNIVERSITY OF CHARLOTTE , NC ,282740001,Private-Nonprofit,1945642.00,139,2426210.00,120
296000, SALEM COLLEGE , NC ,271015376,Private-Nonprofit,1622087.00,47,1708435.00,10
296200, SHAW UNIVERSITY , NC ,276012393,Private-Nonprofit,3358881.00,185,4187091.00,7
296800, SAINT AUGUSTINE'S UNIVERSITY , NC ,276102298,Private-Nonprofit,2158383.00,91,2562784.00, -   
297200, NORTH CAROLINA STATE UNIVERSITY , NC ,276957001,Public,15302532.00,589,15355234.00,250
297400, UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL- , NC ,275999100,Public,7900779.00,119,6388294.00,237
297500, UNIVERSITY OF NORTH CAROLINA - CHARLOTTE , NC ,282230001,Public,22625743.00,"1,215",21459956.00,258
297600, UNIVERSITY OF NORTH CAROLINA - GREENSBORO , NC ,274120001,Public,14716857.00,558,12892622.00,166
297800, WAKE FOREST UNIVERSITY , NC ,271097246,Private-Nonprofit,2855710.00,33,1684879.00,99
297900, WARREN WILSON COLLEGE , NC ,287782099,Private-Nonprofit,904574.00,28,663823.00,4
298000, WAYNE COMMUNITY COLLEGE , NC ,275338002,Public,1587021.00,176,1695439.00, -   
298100, WESTERN CAROLINA UNIVERSITY , NC ,287239731,Public,8325263.00,349,7471731.00,102
298300, WILKES COMMUNITY COLLEGE , NC ,286972100,Public,483107.00,38,396881.00, -   
298400, UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE) , NC ,284033297,Public,10585392.00,341,11326699.00,80
298500, WINGATE UNIVERSITY , NC ,281740159,Private-Nonprofit,2254381.00,44,2255829.00,57
298600, WINSTON-SALEM STATE UNIVERSITY , NC ,271100001,Public,6341601.00,314,6414241.00,48
298800, BISMARCK STATE COLLEGE , ND ,585011299,Public,1368478.00,273,2697265.00, -   
298900, DICKINSON STATE UNIVERSITY , ND ,586014896,Public,876694.00,69,1089098.00, -   
299000, JAMESTOWN COLLEGE , ND ,584053401,Private-Nonprofit,861233.00,65,1156446.00,2
299100, LAKE REGION STATE COLLEGE , ND ,583011598,Public,389996.00,49,523089.00, -   
299200, UNIVERSITY OF MARY , ND ,585049652,Private-Nonprofit,1792243.00,165,2586312.00,386
299300, MAYVILLE STATE UNIVERSITY , ND ,582571299,Public,708696.00,58,887407.00, -   
299400, MINOT STATE UNIVERSITY , ND ,587070001,Public,1649291.00,131,2165112.00,12
299500, DAKOTA COLLEGE AT BOTTINEAU , ND ,583181159,Public,415546.00,26,455143.00, -   
299600, NORTH DAKOTA STATE COLLEGE OF SCIENCE , ND ,580760002,Public,1443252.00,121,2249902.00, -   
299700, NORTH DAKOTA STATE UNIVERSITY - MAIN CAMPUS - FARGO , ND ,581020000,Public,9159395.00,431,11230861.00,46
300500, UNIVERSITY OF NORTH DAKOTA , ND ,582028193,Public,8687534.00,351,10881915.00,179
300700, WILLISTON STATE COLLEGE , ND ,588014464,Public,277731.00,39,525345.00, -   
300800, VALLEY CITY STATE UNIVERSITY , ND ,580720000,Public,790076.00,46,970923.00,3
301000, ANTIOCH UNIVERSITY , OH ,453871608,Private-Nonprofit,654275.00,137,926481.00,551
301100, ART ACADEMY OF CINCINNATI , OH ,452027106,Private-Nonprofit,314399.00,4,313888.00, -   
301200, ASHLAND UNIVERSITY , OH ,448053799,Private-Nonprofit,459508.00,179,624815.00,255
301400, BALDWIN WALLACE UNIVERSITY , OH ,440172088,Private-Nonprofit,4430616.00,126,4098788.00,37
301600, BLUFFTON UNIVERSITY , OH ,458172104,Private-Nonprofit,281347.00,54,314665.00,4
301800, BOWLING GREEN STATE UNIVERSITY , OH ,434030001,Public,17358716.00,769,18453963.00,121
302300, CAPITAL UNIVERSITY , OH ,432092394,Private-Nonprofit,3154052.00,102,3348341.00,22
302400, CASE WESTERN RESERVE UNIVERSITY , OH ,441067049,Private-Nonprofit,3395991.00,67,2116532.00,155
302500, CEDARVILLE UNIVERSITY , OH ,453148564,Private-Nonprofit,2988338.00,80,2272768.00,11
302600, CENTRAL STATE UNIVERSITY , OH ,453841004,Public,3111767.00,245,3858442.00,2
302900, CINCINNATI CHRISTIAN UNIVERSITY , OH ,452043200,Private-Nonprofit,820952.00,30,936191.00,23
303000, OHIO CHRISTIAN UNIVERSITY , OH ,431139487,Private-Nonprofit,2838317.00,838,3930438.00,57
303100, THE CLEVELAND INSTITUTE OF MUSIC , OH ,441061776,Private-Nonprofit,173580.00,3,167738.00,5
303200, CLEVELAND STATE UNIVERSITY , OH ,441152214,Public,13980634.00,856,14744985.00,358
303300, COLLEGE OF MOUNT SAINT JOSEPH , OH ,452331670,Private-Nonprofit,1820569.00,147,2226750.00,156
303500, OHIO DOMINICAN UNIVERSITY , OH ,432192099,Private-Nonprofit,1941531.00,163,2435290.00,63
303600, FRANCISCAN UNIVERSITY OF STEUBENVILLE , OH ,439521763,Private-Nonprofit,2636130.00,109,1950902.00,37
303700, COLLEGE OF WOOSTER (THE) , OH ,446912363,Private-Nonprofit,1939345.00,16,1308046.00, -   
303900, COLUMBUS COLLEGE OF ART & DESIGN , OH ,432151758,Private-Nonprofit,2037788.00,105,1803147.00, -   
304000, CUYAHOGA COMMUNITY COLLEGE , OH ,441152878,Public,9879560.00,"1,257",7851539.00, -   
304100, DEFIANCE COLLEGE , OH ,435121695,Private-Nonprofit,1288808.00,42,1206791.00,5
304200, DENISON UNIVERSITY , OH ,430231329,Private-Nonprofit,1695708.00,35,1357201.00, -   
304400, TRINITY LUTHERAN SEMINARY , OH ,432092234,Private-Nonprofit, $-   , -   , $-   ,29
304500, UNIVERSITY OF FINDLAY , OH ,458403695,Private-Nonprofit,3207844.00,88,2681095.00,125
304600, FRANKLIN UNIVERSITY , OH ,432155399,Private-Nonprofit,4813173.00,553,4577020.00,109
304800, HEIDELBERG UNIVERSITY , OH ,448832462,Private-Nonprofit,1656702.00,56,1513051.00,51
